"","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","zip_code","addr_state","dti","inq_last_6mths","open_acc","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","application_type","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal"
"9636",5000,5000,5000," 36 months",6.39,"A2","10+ years","MORTGAGE",88000,"Verified","Feb-2015","Current","debt_consolidation","773xx","TX",0.2,0,5,479,12,17,"f",3572.27,3572.27,1681.22,1681.22,1427.73,253.49,0,0,0,0,"INDIVIDUAL","",0,570,360009
"9637",11200,11200,11150," 60 months",16.59,"D1","3 years","RENT",31500,"Source Verified","Apr-2014","Current","credit_card","296xx","SC",29.43,2,6,9257,89.9,20,"w",8273.74,8236.8,5809.52,5783.58,2926.26,2883.26,0,0,0,0,"INDIVIDUAL","",0,0,31589
"9638",15000,15000,15000," 36 months",7.26,"A4","3 years","RENT",50000,"Source Verified","Sep-2015","Current","debt_consolidation","300xx","GA",25.82,0,17,26630,71.6,23,"w",13870.59,13870.59,1394.85,1394.85,1129.41,265.44,0,0,0,0,"INDIVIDUAL","",0,0,70986
"9639",8000,8000,8000," 36 months",18.84,"E2","9 years","RENT",106000,"Verified","Mar-2015","Current","other","900xx","CA",14.31,1,14,10425,38.3,19,"w",6206.83,6206.83,2967.97,2967.97,1793.17,1174.8,0,0,0,0,"INDIVIDUAL","",0,0,48561
"9640",15000,15000,15000," 36 months",18.49,"E2","< 1 year","MORTGAGE",1e+05,"Verified","Dec-2015","Issued","home_improvement","974xx","OR",3.89,2,11,6661,45.9,22,"w",15000,15000,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,0,69151
"9641",5000,5000,5000," 36 months",12.69,"C2","6 years","MORTGAGE",52400,"Not Verified","Jun-2015","Current","other","029xx","RI",11.41,2,14,2342,7.8,21,"f",4170.05,4170.05,1167.06,1167.06,829.95,337.11,0,0,0,1,"INDIVIDUAL","",0,1156,163474
"9642",8400,8400,8400," 36 months",12.69,"C2","1 year","RENT",81000,"Not Verified","Apr-2015","Current","other","958xx","CA",7.29,0,10,4323,40.8,10,"f",6588.16,6588.16,2561.92,2561.92,1811.84,750.08,0,0,0,0,"INDIVIDUAL","",0,0,11333
"9643",10000,10000,9950," 36 months",17.56,"D1","9 years","RENT",50000,"Not Verified","Aug-2013","Charged Off","other","891xx","NV",15.62,0,5,22602,91.9,7,"f",0,0,5987.31,5957.37,3277.82,1744.58,0,964.91,173.6838,0,"INDIVIDUAL","",0,0,22602
"9644",28000,28000,28000," 60 months",7.89,"A5","< 1 year","MORTGAGE",85000,"Source Verified","Jun-2015","Current","credit_card","305xx","GA",11.33,0,5,30551,83.8,11,"w",25271.46,25271.46,3951.62,3951.62,2728.54,1223.08,0,0,0,0,"INDIVIDUAL","",0,0,205621
"9645",9600,9600,9600," 60 months",15.95,"D4","3 years","MORTGAGE",115000,"Verified","Jul-2010","Fully Paid","home_improvement","770xx","TX",10.7,1,7,2260,26.9,25,"f",0,0,11757.35,11757.35,9600,2157.35,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"9646",20000,20000,20000," 36 months",10.99,"B4","10+ years","MORTGAGE",85000,"Source Verified","Apr-2015","Fully Paid","home_improvement","902xx","CA",8.25,0,12,5322,21.8,43,"w",0,0,20501.04,20501.04,20000,501.04,0,0,0,0,"INDIVIDUAL","",0,0,19871
"9647",20000,20000,20000," 36 months",9.17,"B2","10+ years","MORTGAGE",120000,"Not Verified","Dec-2015","Current","credit_card","234xx","VA",8.71,2,15,23982,35.5,22,"w",19515.25,19515.25,627.39,627.39,484.75,142.64,0,0,0,0,"INDIVIDUAL","",0,0,144431
"9648",20725,20725,20725," 36 months",18.24,"D5","10+ years","RENT",70000,"Source Verified","Aug-2014","Fully Paid","home_improvement","331xx","FL",7.11,1,6,3365,20.6,36,"w",0,0,24424.88,24424.88,20725,3699.88,0,0,0,0,"INDIVIDUAL","",1,0,21638
"9649",24000,24000,24000," 36 months",6.62,"A2","7 years","MORTGAGE",110000,"Verified","Mar-2014","Fully Paid","credit_card","300xx","GA",23.16,1,14,27319,51.9,24,"w",0,0,25697.38,25697.38,24000,1697.38,0,0,0,0,"INDIVIDUAL","",0,0,138384
"9650",16000,16000,15975," 60 months",15.22,"C3","10+ years","OWN",55000,"Source Verified","Aug-2013","Current","debt_consolidation","707xx","LA",23.63,0,9,12295,84.2,25,"f",9757.6,9742.34,11083.57,11066.28,6242.4,4841.17,0,0,0,0,"INDIVIDUAL","",0,0,50611
"9651",12550,12550,12550," 36 months",13.11,"B4","3 years","RENT",66150,"Not Verified","Feb-2013","Current","credit_card","939xx","CA",14.8,0,9,15644,60.6,15,"f",423.88,423.88,14816.35,14816.35,12126.12,2690.23,0,0,0,0,"INDIVIDUAL","",0,0,36967
"9652",15000,15000,14900," 36 months",9.71,"B1","10+ years","MORTGAGE",65000,"Not Verified","Aug-2013","Current","debt_consolidation","802xx","CO",24.09,1,9,41404,82.6,38,"f",3270.5,3248.66,13972.69,13879.59,11729.5,2243.19,0,0,0,0,"INDIVIDUAL","",0,0,184828
"9653",24000,24000,24000," 60 months",9.99,"B3","5 years","RENT",92500,"Verified","Apr-2015","Current","debt_consolidation","083xx","NJ",29.7,1,19,23185,76.5,41,"w",21115.08,21115.08,4561.74,4561.74,2884.92,1676.82,0,0,0,0,"INDIVIDUAL","",0,0,256492
"9654",15000,15000,15000," 60 months",13.98,"C3","1 year","MORTGAGE",52000,"Source Verified","Jul-2014","Charged Off","credit_card","846xx","UT",23.54,0,9,22929,79.9,24,"w",0,0,4186.44,4186.44,2228.66,1957.78,0,0,0,0,"INDIVIDUAL","",0,0,37103
"9655",20000,20000,20000," 60 months",21.67,"E5","10+ years","MORTGAGE",230000,"Source Verified","May-2015","Late (31-120 days)","home_improvement","140xx","NY",11.59,5,26,30500,50.7,80,"w",18823.14,18823.14,3267.76,3267.76,1176.86,2090.9,0,0,0,0,"INDIVIDUAL","",0,0,187804
"9656",9600,9600,9600," 36 months",9.17,"B2","10+ years","OWN",28000,"Not Verified","Nov-2015","Current","credit_card","335xx","FL",13.03,0,16,10694,36.5,32,"f",9132.86,9132.86,607.19,607.19,467.14,140.05,0,0,0,0,"INDIVIDUAL","",0,63,10694
"9657",15000,15000,15000," 36 months",6.92,"A4","< 1 year","RENT",86500,"Source Verified","Apr-2015","Current","major_purchase","402xx","KY",7.21,0,9,15219,67.6,19,"w",11929.69,11929.69,3689.35,3689.35,3070.31,619.04,0,0,0,0,"INDIVIDUAL","",0,0,22870
"9658",12300,12300,12300," 36 months",18.85,"D3","6 years","MORTGAGE",87147,"Not Verified","Jul-2013","Fully Paid","debt_consolidation","786xx","TX",15.23,1,10,6672,60.1,30,"f",0,0,15214.5473949,15214.55,12300,2914.55,0,0,0,0,"INDIVIDUAL","",0,0,203123
"9659",1800,1800,1800," 36 months",9.17,"B2","10+ years","MORTGAGE",90000,"Not Verified","Sep-2015","Current","vacation","175xx","PA",26.4,2,18,52525,67,40,"f",1623.45,1623.45,228.64,228.64,176.55,52.09,0,0,0,0,"INDIVIDUAL","",0,0,224497
"9660",3150,3150,3150," 36 months",16.55,"D2","1 year","RENT",41000,"Verified","Oct-2015","Current","debt_consolidation","201xx","VA",13.93,1,4,2181,77.9,11,"f",3012.73,3012.73,220.32,220.32,137.27,83.05,0,0,0,0,"INDIVIDUAL","",0,0,13898
"9661",7200,7200,7200," 36 months",12.99,"B5","8 years","MORTGAGE",78900,"Source Verified","Mar-2014","Current","debt_consolidation","440xx","OH",22.92,0,21,26246,68.9,30,"f",3341.57,3341.57,5093.97,5093.97,3858.43,1235.54,0,0,0,0,"INDIVIDUAL","",0,0,268966
"9662",3000,3000,3000," 36 months",12.69,"C2","< 1 year","RENT",44095,"Not Verified","Aug-2015","Current","major_purchase","685xx","NE",34.02,0,16,24709,64.7,24,"w",2648.06,2648.06,501.08,501.08,351.94,149.14,0,0,0,0,"INDIVIDUAL","",0,0,79842
"9663",6900,6900,6900," 36 months",10.49,"B3","8 years","MORTGAGE",34000,"Source Verified","Jan-2015","Current","debt_consolidation","744xx","OK",31.94,0,8,7070,78.6,21,"f",4835.54,4835.54,2686.86,2686.86,2064.46,622.4,0,0,0,0,"INDIVIDUAL","",0,0,190218
"9664",13250,13250,13250," 60 months",22.47,"E5","10+ years","MORTGAGE",55000,"Source Verified","May-2013","Current","debt_consolidation","633xx","MO",19.46,1,8,4842,84.9,14,"f",7997.61,7997.61,11815.41,11815.41,5252.39,6563.02,0,0,0,0,"INDIVIDUAL","",0,189,15364
"9665",16000,16000,16000," 36 months",7.69,"A4","10+ years","MORTGAGE",141000,"Not Verified","Oct-2014","Current","credit_card","078xx","NJ",18.61,0,13,38576,55.5,25,"w",9777.11,9777.11,7486.5,7486.5,6222.89,1263.61,0,0,0,0,"INDIVIDUAL","",0,0,173858
"9666",35000,35000,35000," 36 months",20.49,"E2","5 years","MORTGAGE",90000,"Verified","Mar-2014","Fully Paid","other","104xx","NY",20.04,0,21,26062,61.8,39,"w",0,0,43464.64,43464.64,35000,8464.64,0,0,0,0,"INDIVIDUAL","",0,0,409359
"9667",18500,18500,18500," 36 months",16.2,"C4","10+ years","MORTGAGE",52000,"Verified","Sep-2013","Fully Paid","credit_card","461xx","IN",23.57,2,14,19559,61.9,34,"f",0,0,22152.2752895,22152.28,18500,3652.28,0,0,0,0,"INDIVIDUAL","",0,0,178522
"9668",20000,20000,19850," 60 months",15.61,"D1","n/a","OWN",75000,"Not Verified","Aug-2015","Current","debt_consolidation","775xx","TX",15.3,0,19,18711,48.3,28,"f",18860.42,18718.97,2393.81,2375.86,1139.58,1254.23,0,0,0,0,"INDIVIDUAL","",0,0,56892
"9669",10000,10000,10000," 36 months",6.24,"A2","< 1 year","RENT",70000,"Not Verified","Aug-2015","Current","car","112xx","NY",16.8,0,5,12148,40.4,6,"w",8720.21,8720.21,1523.08,1523.08,1279.79,243.29,0,0,0,0,"INDIVIDUAL","",0,0,18317
"9670",15000,15000,15000," 60 months",14.49,"C4","5 years","MORTGAGE",50000,"Source Verified","Jun-2014","Current","debt_consolidation","361xx","AL",22.08,1,10,2342,33.5,25,"w",11357.17,11357.17,6704.15,6704.15,3642.83,3061.32,0,0,0,0,"INDIVIDUAL","",0,0,69404
"9671",15000,15000,15000," 36 months",12.05,"C1","10+ years","RENT",70000,"Source Verified","Nov-2015","Current","credit_card","115xx","NY",35.81,1,9,5984,20.9,38,"f",14652.04,14652.04,478.5,478.5,347.96,130.54,0,0,0,0,"INDIVIDUAL","",0,0,47210
"9672",13000,13000,12975," 36 months",14.65,"C5","5 years","RENT",68000,"Source Verified","Jul-2015","Current","debt_consolidation","021xx","MA",2.52,0,31,5336,67.5,62,"f",11515.59,11493.44,2231.57,2227.28,1484.41,747.16,0,0,0,1,"INDIVIDUAL","",0,116,210152
"9673",11200,11200,10535.0322378," 36 months",11.12,"B3","3 years","RENT",35000,"Not Verified","Jul-2010","Fully Paid","debt_consolidation","194xx","PA",17.69,1,4,10717,56.4,31,"f",0,0,12408.32,11667.98,11199.94,1208.38,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"9674",35000,35000,35000," 36 months",14.99,"C5","10+ years","MORTGAGE",220000,"Verified","Jul-2014","Current","debt_consolidation","652xx","MO",7.71,1,16,24022,75.8,29,"f",19447.06,19447.06,21836.16,21836.16,15552.94,6283.22,0,0,0,0,"INDIVIDUAL","",0,0,360241
"9675",10000,10000,10000," 60 months",12.39,"C1","4 years","OWN",80000,"Verified","Dec-2014","Current","major_purchase","953xx","CA",8.88,1,11,23470,40.7,16,"f",8324.77,8324.77,2918.82,2918.82,1675.23,1228.59,15,0,0,0,"INDIVIDUAL","",1,0,29594
"9676",17625,17625,17625," 36 months",15.8,"C3","8 years","MORTGAGE",60640,"Not Verified","Jun-2013","Current","home_improvement","960xx","CA",14.11,2,12,8533,46.7,18,"w",2970.9,2970.9,19155.21,19155.21,14654.1,4501.11,0,0,0,0,"INDIVIDUAL","",0,448,220994
"9677",20000,20000,20000," 60 months",22.47,"E5","10+ years","MORTGAGE",102000,"Verified","Mar-2013","Current","debt_consolidation","776xx","TX",28.93,0,25,27538,78.5,51,"w",11401.67,11401.67,18952.49,18952.49,8598.33,10354.16,0,0,0,0,"INDIVIDUAL","",0,0,58354
"9678",25200,25200,25200," 60 months",13.35,"C2","6 years","MORTGAGE",68000,"Verified","Oct-2014","Current","debt_consolidation","246xx","VA",13.18,0,9,19847,43.3,24,"w",20371.68,20371.68,8775.05,8775.05,4828.32,3946.73,0,0,0,0,"INDIVIDUAL","",0,0,231650
"9679",11975,11975,11975," 36 months",14.47,"C2","1 year","MORTGAGE",30000,"Not Verified","Feb-2014","Current","home_improvement","853xx","AZ",9.96,1,8,5819,36.8,15,"f",4929.99,4929.99,9476.46,9476.46,7045.01,2431.45,0,0,0,0,"INDIVIDUAL","",0,5117,5819
"9680",7000,7000,6925," 36 months",7.62,"A3","10+ years","RENT",65000,"Not Verified","Aug-2012","Fully Paid","debt_consolidation","923xx","CA",15.56,0,7,1899,16.4,30,"f",0,0,7573.62,7492.47,7000,573.62,0,0,0,0,"INDIVIDUAL","",0,0,33096
"9681",35000,35000,35000," 36 months",12.69,"C2","6 years","MORTGAGE",132000,"Verified","Jul-2015","Current","debt_consolidation","913xx","CA",26.09,0,10,39936,70.9,27,"w",30046.99,30046.99,7019.74,7019.74,4953.01,2066.73,0,0,0,0,"INDIVIDUAL","",0,0,60847
"9682",4300,4300,4300," 36 months",11.55,"B3","< 1 year","MORTGAGE",120000,"Not Verified","Jul-2013","Current","credit_card","956xx","CA",11.87,0,9,4649,41.5,21,"f",824.88,824.88,4254.97,4254.97,3475.12,779.85,0,0,0,0,"INDIVIDUAL","",0,160,42573
"9683",14000,14000,14000," 36 months",16.55,"D2","< 1 year","MORTGAGE",150000,"Verified","Sep-2015","Current","debt_consolidation","958xx","CA",8.7,1,9,4960,60.5,34,"w",12763,12763,2032.72,2032.72,1237,795.72,0,0,0,0,"INDIVIDUAL","",0,0,326610
"9684",12000,12000,12000," 36 months",9.17,"B1","10+ years","MORTGAGE",52000,"Not Verified","Oct-2014","Fully Paid","debt_consolidation","434xx","OH",27.95,0,10,7434,42.2,22,"w",0,0,12579.01,12579.01,12000,579.01,0,0,0,0,"INDIVIDUAL","",0,103,143772
"9685",15000,15000,15000," 36 months",19.2,"D3","< 1 year","RENT",45000,"Verified","Oct-2013","Current","debt_consolidation","117xx","NY",18.88,0,9,17994,96.7,12,"f",5060.23,5060.23,14331.19,14331.19,9939.77,4391.42,0,0,0,0,"INDIVIDUAL","",0,0,44266
"9686",24000,24000,24000," 36 months",10.99,"B4","10+ years","RENT",82000,"Source Verified","Jun-2015","Current","debt_consolidation","222xx","VA",25.31,1,10,36337,86.5,21,"w",19928.76,19928.76,5550.95,5550.95,4071.24,1479.71,0,0,0,0,"INDIVIDUAL","",0,0,61523
"9687",25000,25000,25000," 60 months",10.99,"B4","10+ years","MORTGAGE",95000,"Not Verified","Nov-2015","Current","home_improvement","014xx","MA",14.72,1,15,19422,25.5,44,"w",24368.16,24368.16,1056.35,1056.35,631.84,424.51,0,0,0,0,"INDIVIDUAL","",0,0,35911
"9688",20000,20000,20000," 36 months",13.35,"C2","10+ years","MORTGAGE",120000,"Source Verified","Oct-2014","Current","credit_card","960xx","CA",18.38,1,7,339906,87.8,19,"w",12620.9,12620.9,10129.23,10129.23,7379.1,2750.13,0,0,0,0,"INDIVIDUAL","",0,0,789883
"9689",11525,11525,11475," 36 months",20.99,"E5","2 years","OWN",40000,"Source Verified","Nov-2015","Current","debt_consolidation","810xx","CO",12.89,0,13,9065,43.8,30,"f",11292.45,11243.46,514.78,512.55,232.55,282.23,0,0,0,0,"INDIVIDUAL","",0,0,13906
"9690",35000,35000,35000," 36 months",10.49,"B3","n/a","MORTGAGE",105000,"Source Verified","Jan-2015","Current","debt_consolidation","025xx","MA",13.95,0,8,46428,82.8,21,"f",24528.37,24528.37,13628.76,13628.76,10471.63,3157.13,0,0,0,0,"INDIVIDUAL","",0,0,506140
"9691",10000,10000,10000," 36 months",16.55,"D2","< 1 year","RENT",47000,"Verified","Jul-2015","Current","other","276xx","NC",9.91,0,5,8445,40,5,"f",8887.83,8887.83,1762.31,1762.31,1112.17,650.14,0,0,0,0,"INDIVIDUAL","",0,0,13605
"9692",16750,16750,16750," 60 months",14.33,"C1","6 years","MORTGAGE",38000,"Verified","Jun-2013","Current","debt_consolidation","180xx","PA",10.55,3,14,12899,40.9,30,"f",9579.97,9579.97,12162.58,12162.58,7170.03,4992.55,0,0,0,0,"INDIVIDUAL","",0,0,152736
"9693",24000,24000,24000," 36 months",11.67,"B4","4 years","RENT",80000,"Source Verified","Jul-2014","Fully Paid","debt_consolidation","895xx","NV",23.78,2,16,44777,51.1,37,"f",0,0,26500.74,26500.74,24000,2500.74,0,0,0,0,"INDIVIDUAL","",0,0,101018
"9694",4000,4000,4000," 36 months",16.55,"D2","10+ years","MORTGAGE",69000,"Not Verified","Jun-2015","Current","other","917xx","CA",23.17,1,6,29863,67,23,"w",3368.47,3368.47,988.36,988.36,631.53,356.83,0,0,0,0,"INDIVIDUAL","",1,0,329803
"9695",10150,10150,10125," 36 months",17.77,"D1","10+ years","MORTGAGE",50000,"Verified","Jul-2012","Fully Paid","debt_consolidation","152xx","PA",34.22,2,19,5965,56.8,49,"f",0,0,12831.0831433,12799.48,10150,2681.08,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"9696",35000,35000,35000," 60 months",12.69,"C2","2 years","MORTGAGE",180000,"Source Verified","Mar-2015","Fully Paid","credit_card","018xx","MA",14.49,1,11,57526,64.1,27,"w",0,0,37906.59,37906.59,35000,2906.59,0,0,0,0,"INDIVIDUAL","",0,0,465527
"9697",24450,24450,24450," 60 months",22.47,"E5","10+ years","MORTGAGE",56000,"Verified","Nov-2012","Current","credit_card","313xx","GA",23.94,0,9,28028,81.7,26,"f",12649.72,12649.72,25218.84,25218.84,11800.28,13418.56,0,0,0,0,"INDIVIDUAL","",0,0,201462
"9698",17000,17000,17000," 36 months",7.89,"A5","2 years","RENT",125000,"Not Verified","Apr-2015","Current","debt_consolidation","337xx","FL",8.1,0,7,11019,41.1,12,"w",13118.26,13118.26,4779.29,4779.29,3881.74,897.55,0,0,0,0,"INDIVIDUAL","",0,0,47965
"9699",24000,24000,23950," 60 months",16.99,"D1","10+ years","RENT",1e+05,"Verified","Dec-2013","Current","debt_consolidation","984xx","WA",22.48,0,14,25202,54,33,"f",16728.31,16693.46,14312.09,14282.28,7271.69,7040.4,0,0,0,0,"INDIVIDUAL","",0,0,80019
"9700",10000,10000,10000," 36 months",12.59,"C2","8 years","MORTGAGE",43990,"Source Verified","Dec-2015","Current","debt_consolidation","894xx","NV",23.55,0,9,6556,72.8,10,"f",9769.95,9769.95,348.96,348.96,230.05,118.91,0,0,0,0,"INDIVIDUAL","",0,106,211819
"9701",10800,10800,10800," 60 months",19.19,"E3","< 1 year","RENT",55000,"Source Verified","Sep-2015","Current","credit_card","684xx","NE",14.86,1,5,9936,75.8,18,"w",10355.15,10355.15,1113.65,1113.65,444.85,668.8,0,0,0,0,"INDIVIDUAL","",0,0,25728
"9702",7625,7625,7625," 36 months",12.99,"B5","10+ years","MORTGAGE",56000,"Not Verified","Mar-2014","Current","debt_consolidation","983xx","WA",15.54,0,12,3666,33,43,"f",3320.44,3320.44,5651.36,5651.36,4304.56,1346.8,0,0,0,0,"INDIVIDUAL","",0,0,172727
"9703",16000,16000,16000," 36 months",11.99,"C1","3 years","RENT",67000,"Verified","Dec-2015","Current","debt_consolidation","113xx","NY",28.26,1,24,16244,56,44,"w",15628.51,15628.51,552.67,552.67,371.49,181.18,0,0,0,0,"INDIVIDUAL","",0,2147,49446
"9704",8800,8800,8800," 36 months",8.18,"B1","1 year","RENT",35000,"Not Verified","Nov-2015","Current","credit_card","973xx","OR",17.95,0,7,7559,61,9,"f",8365.5,8365.5,547,547,434.5,112.5,0,0,0,0,"INDIVIDUAL","",0,0,23526
"9705",19950,19950,19950," 60 months",24.5,"F3","10+ years","RENT",44500,"Verified","Mar-2015","Fully Paid","debt_consolidation","109xx","NY",34.84,1,13,14802,83,21,"f",0,0,20384.01,20384.01,19950,434.01,0,0,0,0,"INDIVIDUAL","",0,0,51604
"9706",20000,20000,20000," 60 months",16.99,"D3","10+ years","MORTGAGE",60000,"Source Verified","Oct-2015","Current","debt_consolidation","750xx","TX",3.56,0,10,3316,18.6,25,"w",19349.53,19349.53,1453.09,1453.09,650.47,802.62,0,0,0,0,"INDIVIDUAL","",0,336,17114
"9707",10000,10000,10000," 36 months",5.32,"A1","< 1 year","RENT",55000,"Not Verified","Nov-2015","Current","credit_card","802xx","CO",16.82,0,12,11081,74.4,20,"w",9485.24,9485.24,603.58,603.58,514.76,88.82,0,0,0,0,"INDIVIDUAL","",0,0,51653
"9708",25000,25000,24950," 60 months",16.99,"D3","2 years","MORTGAGE",140000,"Not Verified","May-2014","Current","debt_consolidation","774xx","TX",10.83,3,10,25742,70.3,16,"w",18871.8,18834.06,12423.6,12398.75,6128.2,6295.4,0,0,0,0,"INDIVIDUAL","",0,0,133661
"9709",10400,10400,10400," 36 months",9.71,"B1","8 years","MORTGAGE",47000,"Source Verified","Sep-2013","Current","credit_card","492xx","MI",17.97,0,9,17057,62.7,17,"w",2578.37,2578.37,9356.76,9356.76,7821.63,1535.13,0,0,0,0,"INDIVIDUAL","",0,0,164214
"9710",24000,24000,24000," 36 months",21.15,"E2","n/a","MORTGAGE",70800,"Verified","Aug-2013","Fully Paid","debt_consolidation","870xx","NM",10.59,1,7,8941,93.1,10,"w",0,0,28786.6700418,28786.67,24000,4786.67,0,0,0,0,"INDIVIDUAL","",0,0,380667
"9711",10375,10375,10350," 36 months",14.3,"C1","< 1 year","OWN",30000,"Source Verified","Nov-2013","Current","debt_consolidation","331xx","FL",14.04,0,16,11274,60.6,17,"f",3652.62,3643.8,8900.11,8878.68,6722.38,2177.73,0,0,0,0,"INDIVIDUAL","",0,0,49274
"9712",35000,35000,35000," 60 months",17.57,"D4","< 1 year","RENT",95000,"Source Verified","Oct-2015","Current","debt_consolidation","069xx","CT",11.96,0,14,29050,55.9,34,"w",33879.3,33879.3,2607.67,2607.67,1120.7,1486.97,0,0,0,0,"INDIVIDUAL","",0,0,44883
"9713",5900,5900,5900," 36 months",7.49,"A4","3 years","MORTGAGE",78644,"Source Verified","Jun-2011","Charged Off","car","594xx","MT",27.5,1,9,5883,24.9,37,"f",0,0,6447.67,6447.67,5707.85,703.49,0,36.33,0.2516999987,0,"INDIVIDUAL","",0,NA,NA
"9714",20000,20000,19646.1536715," 60 months",13.61,"C2","10+ years","MORTGAGE",60000,"Source Verified","Aug-2010","Fully Paid","debt_consolidation","958xx","CA",11.76,0,14,9687,55.7,31,"f",0,0,27650.8493033,27075.55,20000,7650.85,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"9715",10000,10000,10000," 60 months",17.76,"D1","5 years","RENT",65000,"Verified","Nov-2013","Late (31-120 days)","other","921xx","CA",33.11,1,11,9895,60.7,28,"f",7011.25,7011.25,6062.73,6062.73,2988.75,3073.98,0,0,0,0,"INDIVIDUAL","",0,0,63220
"9716",7000,7000,6975," 60 months",11.11,"B5","2 years","OWN",36000,"Source Verified","Jan-2011","Charged Off","debt_consolidation","945xx","CA",8.2,0,8,9498,50,13,"f",0,0,3196.2,3184.81,1802.03,1077.42,0,316.75,2.84,0,"INDIVIDUAL","",0,NA,NA
"9717",10000,10000,9700," 60 months",14.31,"C4","7 years","MORTGAGE",39000,"Not Verified","Jan-2015","Current","debt_consolidation","925xx","CA",16.49,0,14,16451,65,22,"f",8525.15,8269.4,2795.7,2711.83,1474.85,1320.85,0,0,0,0,"INDIVIDUAL","",0,0,133920
"9718",8000,8000,8000," 36 months",9.17,"B2","10+ years","RENT",89000,"Source Verified","May-2015","Current","debt_consolidation","787xx","TX",17,1,6,6868,49.4,10,"f",6611.14,6611.14,1777.13,1777.13,1388.86,388.27,0,0,0,0,"INDIVIDUAL","",0,0,27411
"9719",20000,20000,20000," 60 months",10.99,"B3","5 years","RENT",80000,"Source Verified","Oct-2014","Current","debt_consolidation","606xx","IL",14.58,0,15,22350,48.8,28,"w",16260.28,16260.28,6074.29,6074.29,3739.72,2334.57,0,0,0,0,"INDIVIDUAL","",0,0,74714
"9720",17500,17500,17500," 36 months",11.99,"B3","1 year","MORTGAGE",40000,"Verified","Dec-2013","Fully Paid","credit_card","282xx","NC",17.76,0,13,13372,63.1,24,"w",0,0,19683.94,19683.94,17500,2183.94,0,0,0,0,"INDIVIDUAL","",0,252,216056
"9721",17050,17050,17050," 36 months",15.31,"C2","6 years","RENT",43000,"Not Verified","Oct-2012","Fully Paid","credit_card","032xx","NH",22.97,0,10,23900,91.2,26,"f",0,0,21370.4960407,21370.5,17050,4320.5,0,0,0,0,"INDIVIDUAL","",0,0,26663
"9722",25000,25000,25000," 36 months",14.98,"C3","5 years","RENT",82000,"Source Verified","Dec-2013","Current","credit_card","946xx","CA",23.09,5,14,18341,48,17,"f",9606.87,9606.87,20850.07,20850.07,15393.13,5456.94,0,0,0,0,"INDIVIDUAL","",0,0,54119
